,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
1548,29099,Lafayette,Missouri,0.042,0.117,0.178,0.216,0.447,1599,35,
1602,29101,Lawrence,Missouri,0.168,0.107,0.026,0.189,0.511,448,1,
1639,29103,Lewis,Missouri,0.082,0.112,0.182,0.271,0.353,545,20,
1663,29105,Lincoln,Missouri,0.313,0.121,0.172,0.107,0.287,381,1,
1680,29107,Linn,Missouri,0.033,0.098,0.052,0.247,0.571,332,2,
1690,29109,Livingston,Missouri,0.241,0.05,0.251,0.222,0.237,6118,51,
1740,29113,Macon,Missouri,0.063,0.119,0.236,0.282,0.299,6817,141,
1755,29115,Madison,Missouri,0.126,0.156,0.118,0.274,0.326,1098,15,
1779,29117,Maries,Missouri,0.15,0.228,0.111,0.25,0.26,220399,4093,
1791,29119,Marion,Missouri,0.152,0.145,0.089,0.138,0.476,1122,13,
1844,29111,McDonald,Missouri,0.164,0.109,0.177,0.23,0.32,2343,45,
1890,29121,Mercer,Missouri,0.118,0.127,0.158,0.258,0.338,781,6,
1917,29123,Miller,Missouri,0.082,0.124,0.092,0.296,0.406,422,3,
1931,29125,Mississippi,Missouri,0.098,0.158,0.121,0.198,0.424,3358,82,
1942,29127,Moniteau,Missouri,0.178,0.093,0.212,0.185,0.332,6792,266,
1956,29129,Monroe,Missouri,0.23,0.13,0.216,0.162,0.261,5711,90,
1977,29131,Montgomery,Missouri,0.2,0.126,0.137,0.147,0.39,34467,970,
2001,29133,Morgan,Missouri,0.129,0.097,0.141,0.221,0.413,350,0,
2056,29135,New Madrid,Missouri,0.102,0.268,0.11,0.202,0.318,6557,179,
2065,29137,Newton,Missouri,0.164,0.105,0.182,0.203,0.346,626,14,
2078,29139,Nodaway,Missouri,0.062,0.077,0.161,0.307,0.392,3160,32,
2141,29141,Oregon,Missouri,0.211,0.118,0.175,0.193,0.304,620,7,
2146,29143,Osage,Missouri,0.098,0.112,0.149,0.18,0.461,165,2,
2174,29145,Ozark,Missouri,0.156,0.121,0.14,0.211,0.373,724,12,
2206,29147,Pemiscot,Missouri,0.093,0.193,0.16,0.283,0.272,813,17,
2224,29149,Perry,Missouri,0.142,0.196,0.293,0.129,0.241,903,23,
2233,29151,Pettis,Missouri,0.067,0.133,0.171,0.16,0.469,1136,31,
2234,29153,Phelps,Missouri,0.179,0.128,0.128,0.13,0.435,8,1,
2258,29155,Pike,Missouri,0.079,0.134,0.175,0.204,0.407,593,21,
2275,29157,Platte,Missouri,0.032,0.102,0.156,0.302,0.408,6941,72,
2291,29159,Polk,Missouri,0.185,0.111,0.156,0.254,0.294,34871,347,
2344,29161,Pulaski,Missouri,0.139,0.177,0.119,0.244,0.32,499,20,
2351,29163,Putnam,Missouri,0.082,0.128,0.363,0.263,0.164,256,0,
2365,29165,Ralls,Missouri,0.044,0.04,0.088,0.189,0.638,366,9,
2374,29167,Randolph,Missouri,0.183,0.109,0.103,0.189,0.416,2414,26,
2383,29169,Ray,Missouri,0.208,0.103,0.16,0.175,0.354,1620,15,
2398,29171,Reynolds,Missouri,0.107,0.111,0.209,0.191,0.382,260,5,
2421,29173,Ripley,Missouri,0.16,0.106,0.248,0.196,0.29,251,5,
2483,29185,Saline,Missouri,0.163,0.145,0.182,0.279,0.23,1179,29,
2531,29186,Schuyler,Missouri,0.025,0.14,0.144,0.311,0.38,184,2,
2535,29187,Scotland,Missouri,0.103,0.12,0.085,0.264,0.428,4345,184,
2544,29189,Scott,Missouri,0.024,0.028,0.069,0.182,0.697,1829,21,
2568,29195,Shannon,Missouri,0.083,0.23,0.112,0.186,0.389,908,9,
2581,29197,Shelby,Missouri,0.05,0.101,0.211,0.222,0.416,2339,27,
2639,29175,St Charles,Missouri,0.163,0.088,0.145,0.194,0.41,2758,70,
2643,29177,St Clair,Missouri,0.073,0.124,0.233,0.184,0.386,4979,103,
2646,29181,St Francois,Missouri,0.126,0.254,0.161,0.15,0.308,2090,15,
2656,29183,St Louis,Missouri,0.041,0.05,0.091,0.286,0.532,9549,121,
2657,29223,St Louis City,Missouri,0.191,0.171,0.13,0.196,0.313,53688,1035,
2676,29179,Ste. Genevieve,Missouri,0.137,0.183,0.085,0.229,0.366,1006,13,
2693,29199,Stoddard,Missouri,0.073,0.112,0.209,0.246,0.361,452,7,
2696,29201,Stone,Missouri,0.125,0.115,0.128,0.247,0.385,505,25,
2708,29203,Sullivan,Missouri,0.212,0.25,0.198,0.098,0.243,1119,18,
2747,29205,Taney,Missouri,0.142,0.144,0.16,0.238,0.317,1574,42,
2773,29207,Texas,Missouri,0.137,0.12,0.156,0.176,0.411,1693,2,
2885,29209,Vernon,Missouri,0.056,0.093,0.171,0.247,0.434,1490,66,
2925,29211,Warren,Missouri,0.136,0.127,0.174,0.223,0.341,7733,78,
2956,29213,Washington,Missouri,0.053,0.079,0.214,0.155,0.499,3367,108,
2986,29215,Wayne,Missouri,0.309,0.171,0.231,0.106,0.183,1249,24,
3004,29217,Webster,Missouri,0.164,0.105,0.11,0.125,0.496,479,14,
3095,29219,Worth,Missouri,0.11,0.083,0.111,0.25,0.446,76,0,
3099,29221,Wright,Missouri,0.181,0.092,0.118,0.191,0.418,794,15,
163,29225,Beaverhead,Montana,0.297,0.09,0.162,0.137,0.313,592,3,
205,29227,Big Horn,Montana,0.098,0.17,0.218,0.272,0.241,1835,50,
214,29229,Blaine,Montana,0.419,0.139,0.187,0.1,0.155,539,18,
276,29510,Broadwater,Montana,0.039,0.017,0.08,0.137,0.726,207,1,
383,30001,Carbon,Montana,0.165,0.127,0.102,0.18,0.425,605,6,
409,30003,Carter,Montana,0.136,0.196,0.147,0.25,0.271,120,4,
414,30005,Cascade,Montana,0.287,0.08,0.188,0.252,0.192,5272,75,
502,30007,Chouteau,Montana,0.165,0.098,0.099,0.199,0.439,290,3,
695,30009,Custer,Montana,0.14,0.169,0.163,0.26,0.267,764,6,
713,30011,Daniels,Montana,0.123,0.121,0.127,0.212,0.417,124,4,
730,30013,Dawson,Montana,0.17,0.143,0.16,0.145,0.382,676,14,
752,30015,Deer Lodge,Montana,0.196,0.135,0.171,0.152,0.346,384,1,
900,30017,Fallon,Montana,0.085,0.261,0.144,0.28,0.23,368,10,
921,30019,Fergus,Montana,0.172,0.244,0.186,0.269,0.129,1268,24,
928,30021,Flathead,Montana,0.139,0.249,0.176,0.274,0.161,2812,43,
1004,30023,Gallatin,Montana,0.141,0.173,0.064,0.133,0.489,273,9,
1009,30025,Garfield,Montana,0.118,0.199,0.146,0.296,0.24,2361,10,
1042,30027,Glacier,Montana,0.284,0.111,0.157,0.187,0.261,89,1,
1052,30029,Golden Valley,Montana,0.076,0.167,0.159,0.224,0.374,841,24,
1075,30031,Granite,Montana,0.132,0.093,0.115,0.213,0.448,2110,21,
1265,30033,Hill,Montana,0.134,0.199,0.18,0.265,0.221,3893,149,
1408,30035,Jefferson,Montana,0.084,0.154,0.17,0.196,0.396,12727,108,
1454,30037,Judith Basin,Montana,0.134,0.181,0.168,0.246,0.271,512,8,
1559,30039,Lake,Montana,0.116,0.17,0.109,0.183,0.422,881,11,
1644,30041,Lewis and Clark,Montana,0.27,0.106,0.159,0.192,0.273,259,2,
1649,30043,Liberty,Montana,0.158,0.111,0.076,0.169,0.487,1597,29,
1665,30045,Lincoln,Montana,0.233,0.11,0.17,0.139,0.349,2587,13,
1757,30049,Madison,Montana,0.149,0.107,0.08,0.185,0.479,925,9,
1837,30047,McCone,Montana,0.087,0.23,0.128,0.206,0.349,2549,17,
1871,30051,Meagher,Montana,0.188,0.146,0.167,0.147,0.352,1832,14,
1923,30053,Mineral,Montana,0.118,0.174,0.118,0.188,0.402,36,0,
1932,30055,Missoula,Montana,0.142,0.274,0.179,0.267,0.139,915,7,
2029,30057,Musselshell,Montana,0.172,0.113,0.105,0.21,0.4,4397,34,
2186,30059,Park,Montana,0.188,0.093,0.12,0.203,0.396,553,36,
2232,30061,Petroleum,Montana,0.097,0.278,0.119,0.183,0.323,1034,13,
2240,30063,Phillips,Montana,0.091,0.2,0.128,0.209,0.372,199,3,
2298,30065,Pondera,Montana,0.128,0.178,0.169,0.257,0.268,1700,42,
2316,30067,Powder River,Montana,0.114,0.099,0.106,0.214,0.467,282,2,
2318,30069,Powell,Montana,0.157,0.154,0.174,0.247,0.269,90,5,
2323,30071,Prairie,Montana,0.229,0.114,0.214,0.296,0.147,494,6,
2381,30073,Ravalli,Montana,0.123,0.175,0.17,0.142,0.39,6528,193,
2406,30075,Richland,Montana,0.193,0.24,0.106,0.188,0.273,868,19,
2450,30077,Roosevelt,Montana,0.118,0.144,0.069,0.14,0.53,1519,17,
2454,30079,Rosebud,Montana,0.101,0.27,0.171,0.283,0.176,704,19,
2506,30081,Sanders,Montana,0.121,0.177,0.114,0.195,0.393,310,9,
2588,30083,Sheridan,Montana,0.176,0.216,0.162,0.255,0.191,325,0,
2601,30085,Silver Bow,Montana,0.169,0.246,0.178,0.261,0.146,367,7,
2692,30087,Stillwater,Montana,0.126,0.214,0.143,0.248,0.269,633,17,
2735,30089,Sweet Grass,Montana,0.15,0.204,0.191,0.172,0.283,416,5,
2771,30091,Teton,Montana,0.179,0.203,0.178,0.256,0.185,578,2,
2800,30093,Toole,Montana,0.158,0.138,0.059,0.143,0.503,3133,9,
2809,30095,Treasure,Montana,0.126,0.173,0.16,0.255,0.286,39267,492,
2869,30097,Valley,Montana,0.116,0.157,0.126,0.227,0.374,275,1,
3022,30099,Wheatland,Montana,0.134,0.176,0.147,0.152,0.391,109,6,
3038,30101,Wibaux,Montana,0.138,0.165,0.178,0.135,0.384,89,3,
3117,30103,Yellowstone,Montana,0.122,0.188,0.16,0.259,0.27,11383,120,
16,30107,Adams,Nebraska,0.214,0.135,0.144,0.189,0.318,183,0,
72,30109,Antelope,Nebraska,0.165,0.219,0.161,0.267,0.187,351,4,
88,30111,Arthur,Nebraska,0.129,0.177,0.167,0.262,0.265,16,0,
128,31001,Banner,Nebraska,0.057,0.128,0.089,0.291,0.435,16,0,
215,31003,Blaine,Nebraska,0.198,0.096,0.191,0.161,0.354,15,0,
238,31005,Boone,Nebraska,0.144,0.135,0.117,0.248,0.356,344,1,
251,31007,Box Butte,Nebraska,0.249,0.128,0.134,0.216,0.272,659,8,
254,31009,Boyd,Nebraska,0.176,0.103,0.123,0.305,0.293,141,2,
287,31011,Brown,Nebraska,0.156,0.08,0.151,0.197,0.415,174,1,
304,31013,Buffalo,Nebraska,0.303,0.112,0.096,0.285,0.203,3748,41,
320,31015,Burt,Nebraska,0.081,0.159,0.267,0.184,0.309,451,1,
326,31017,Butler,Nebraska,0.141,0.082,0.167,0.275,0.335,637,7,
423,31019,Cass,Nebraska,0.065,0.113,0.104,0.327,0.391,17287,132,
438,31021,Cedar,Nebraska,0.066,0.063,0.09,0.321,0.46,415,3,
457,31023,Chase,Nebraska,0.027,0.105,0.263,0.238,0.365,278,3,
478,31025,Cherry,Nebraska,0.042,0.049,0.119,0.24,0.55,197,4,
488,31027,Cheyenne,Nebraska,0.207,0.163,0.161,0.177,0.293,576,8,
550,31029,Clay,Nebraska,0.055,0.192,0.156,0.232,0.364,285,5,
595,31031,Colfax,Nebraska,0.158,0.042,0.095,0.377,0.328,1338,13,
689,31033,Cuming,Nebraska,0.116,0.159,0.164,0.338,0.223,624,5,
696,31035,Custer,Nebraska,0.064,0.132,0.124,0.28,0.4,498,13,
704,31037,Dakota,Nebraska,0.054,0.089,0.228,0.287,0.341,3289,51,
728,31039,Dawes,Nebraska,0.147,0.066,0.122,0.347,0.317,469,16,
731,31041,Dawson,Nebraska,0.143,0.104,0.112,0.328,0.314,2079,19,
771,31043,Deuel,Nebraska,0.113,0.167,0.131,0.163,0.425,47,0,
789,31045,Dixon,Nebraska,0.224,0.103,0.11,0.321,0.242,974,11,
793,31047,Dodge,Nebraska,0.096,0.114,0.115,0.348,0.328,1100,53,
810,31049,Douglas,Nebraska,0.093,0.147,0.138,0.267,0.355,452,15,
822,31051,Dundy,Nebraska,0.163,0.16,0.131,0.162,0.383,72,4,
924,31053,Fillmore,Nebraska,0.14,0.036,0.136,0.374,0.314,769,0,
967,31055,Franklin,Nebraska,0.091,0.069,0.095,0.263,0.482,175,2,
988,31057,Frontier,Nebraska,0.053,0.232,0.173,0.231,0.311,1195,9,
997,31059,Furnas,Nebraska,0.053,0.096,0.263,0.375,0.213,340,7,
999,31061,Gage,Nebraska,0.083,0.168,0.083,0.288,0.378,3378,57,
1007,31063,Garden,Nebraska,0.094,0.121,0.136,0.336,0.313,15240,185,
1010,31065,Garfield,Nebraska,0.101,0.135,0.129,0.319,0.315,65,2,
1061,31067,Gosper,Nebraska,0.127,0.03,0.103,0.26,0.48,782,9,
1083,31069,Grant,Nebraska,0.202,0.124,0.119,0.268,0.288,20,2,
1101,31071,Greeley,Nebraska,0.168,0.084,0.142,0.236,0.37,86,0,
1152,31073,Hall,Nebraska,0.086,0.12,0.115,0.347,0.333,13251,204,
1160,31075,Hamilton,Nebraska,0.199,0.116,0.102,0.27,0.313,161,0,
1200,31077,Harlan,Nebraska,0.122,0.091,0.122,0.245,0.421,967,15,
1227,31079,Hayes,Nebraska,0.048,0.114,0.103,0.284,0.451,2130,35,
1272,31081,Hitchcock,Nebraska,0.04,0.124,0.157,0.252,0.427,9,0,
1281,31083,Holt,Nebraska,0.089,0.158,0.102,0.302,0.348,277,4,
1285,31085,Hooker,Nebraska,0.072,0.151,0.161,0.273,0.343,434,3,
1303,31087,Howard,Nebraska,0.085,0.162,0.19,0.263,0.301,524,2,
1409,31089,Jefferson,Nebraska,0.113,0.134,0.234,0.154,0.365,521,1,
1440,31091,Johnson,Nebraska,0.151,0.123,0.11,0.279,0.337,2617,16,
1470,31093,Kearney,Nebraska,0.073,0.104,0.108,0.281,0.433,1970,26,
1472,31095,Keith,Nebraska,0.206,0.05,0.055,0.306,0.384,400,8,
1493,31097,Keya Paha,Nebraska,0.061,0.175,0.247,0.207,0.31,71,2,
1495,31099,Kimball,Nebraska,0.062,0.127,0.094,0.318,0.399,221,6,
1523,31101,Knox,Nebraska,0.093,0.15,0.13,0.235,0.393,136,1,
1573,31103,Lancaster,Nebraska,0.124,0.09,0.183,0.273,0.331,3604,65,
1667,31105,Lincoln,Nebraska,0.187,0.173,0.161,0.228,0.25,2425,18,
1699,31107,Logan,Nebraska,0.171,0.178,0.195,0.157,0.299,49,0,
1712,31109,Loup,Nebraska,0.093,0.061,0.112,0.264,0.47,547,8,
1759,31113,Madison,Nebraska,0.14,0.133,0.115,0.308,0.304,3272,27,
1866,31111,McPherson,Nebraska,0.103,0.145,0.123,0.287,0.341,1590,11,
1897,31115,Merrick,Nebraska,0.193,0.084,0.129,0.276,0.318,819,19,
2006,31117,Morrill,Nebraska,0.121,0.147,0.115,0.257,0.361,310,2,
2031,31119,Nance,Nebraska,0.251,0.082,0.194,0.156,0.317,2019,89,
2045,31121,Nemaha,Nebraska,0.05,0.125,0.137,0.234,0.454,1107,24,
2096,31123,Nuckolls,Nebraska,0.261,0.119,0.124,0.273,0.223,742,17,
2156,31125,Otoe,Nebraska,0.091,0.111,0.131,0.207,0.459,830,12,
2198,31127,Pawnee,Nebraska,0.09,0.148,0.137,0.293,0.333,782,15,
2216,31129,Perkins,Nebraska,0.138,0.132,0.064,0.349,0.318,9785,139,
2235,31131,Phelps,Nebraska,0.11,0.097,0.09,0.275,0.428,3439,36,
2249,31133,Pierce,Nebraska,0.067,0.147,0.215,0.254,0.316,1233,29,
2276,31135,Platte,Nebraska,0.069,0.164,0.142,0.233,0.393,1258,20,
2293,31137,Polk,Nebraska,0.072,0.126,0.103,0.336,0.363,1903,34,
2389,31139,Red Willow,Nebraska,0.253,0.11,0.185,0.142,0.311,573,26,
2403,31141,Richardson,Nebraska,0.044,0.094,0.176,0.254,0.432,4323,38,
2435,31143,Rock,Nebraska,0.029,0.167,0.277,0.174,0.353,7555,113,
2484,31145,Saline,Nebraska,0.102,0.123,0.169,0.308,0.298,2619,29,
2521,31147,Sarpy,Nebraska,0.098,0.185,0.166,0.252,0.298,2488,21,
2523,31149,Saunders,Nebraska,0.13,0.102,0.198,0.222,0.349,12200,60,
2548,31151,Scotts Bluff,Nebraska,0.021,0.07,0.186,0.217,0.507,1173,7,
2566,31153,Seward,Nebraska,0.094,0.069,0.144,0.26,0.433,978,4,
2590,31155,Sheridan,Nebraska,0.108,0.09,0.28,0.223,0.3,283,7,
2593,31157,Sherman,Nebraska,0.256,0.132,0.113,0.245,0.255,463,7,
2606,31159,Sioux,Nebraska,0.028,0.046,0.216,0.109,0.601,23,0,
2669,31161,Stanton,Nebraska,0.248,0.083,0.094,0.333,0.242,150,2,
2775,31163,Thayer,Nebraska,0.093,0.099,0.11,0.307,0.39,2467,13,
2778,31165,Thomas,Nebraska,0.241,0.161,0.101,0.292,0.205,740,6,
2780,31167,Thurston,Nebraska,0.265,0.08,0.192,0.154,0.309,25,2,
2870,31169,Valley,Nebraska,0.185,0.071,0.066,0.429,0.249,584,7,
2959,31171,Washington,Nebraska,0.152,0.12,0.118,0.302,0.308,464,14,
2989,31173,Wayne,Nebraska,0.123,0.153,0.119,0.187,0.418,1243,18,
3006,31175,Webster,Nebraska,0.135,0.09,0.118,0.278,0.38,241,3,
3024,31177,Wheeler,Nebraska,0.086,0.116,0.15,0.261,0.386,14,0,
3121,31179,York,Nebraska,0.245,0.12,0.155,0.141,0.34,1064,5,
406,32029,Carson City,Nevada,0.015,0.038,0.039,0.126,0.782,2745,26,
507,31181,Churchill,Nevada,0.091,0.167,0.068,0.286,0.389,900,21,
526,31183,Clark,Nevada,0.162,0.084,0.155,0.201,0.399,121863,1817,
811,31185,Douglas,Nevada,0.044,0.168,0.422,0.184,0.182,42462,370,
862,32001,Elko,Nevada,0.022,0.093,0.058,0.153,0.674,18908,255,
882,32003,Esmeralda,Nevada,0.027,0.032,0.054,0.145,0.742,17177,310,
890,32005,Eureka,Nevada,0.029,0.055,0.091,0.238,0.588,6921,70,
1314,32007,Humboldt,Nevada,0.021,0.046,0.19,0.364,0.379,812,5,
1577,32009,Lander,Nevada,0.086,0.004,0.006,0.032,0.872,4586,50,
1669,32011,Lincoln,Nevada,0.002,0.054,0.17,0.386,0.387,831,8,
1734,32013,Lyon,Nevada,0.008,0.042,0.156,0.069,0.725,2328,12,
1924,32015,Mineral,Nevada,0.004,0.085,0.142,0.182,0.588,79,0,
2098,32017,Nye,Nevada,0.048,0.019,0.147,0.177,0.61,24959,496,
2229,32019,Pershing,Nevada,0.037,0.069,0.05,0.173,0.671,753,14,
2699,32021,Storey,Nevada,0.022,0.018,0.09,0.115,0.755,29,2,
2973,32023,Washoe,Nevada,0.061,0.038,0.052,0.183,0.666,26498,304,
3032,32027,White Pine,Nevada,0.01,0.013,0.248,0.038,0.691,340,1,
170,32031,Belknap,New Hampshire,0.024,0.025,0.06,0.215,0.676,839,17,
401,32033,Carroll,New Hampshire,0.059,0.016,0.208,0.421,0.296,441,2,
480,32510,Cheshire,New Hampshire,0.023,0.064,0.054,0.274,0.585,611,4,
631,33001,Coos,New Hampshire,0.114,0.02,0.11,0.158,0.598,331,8,
1065,33003,Grafton,New Hampshire,0.088,0.035,0.107,0.172,0.598,2832,23,
1268,33005,Hillsborough,New Hampshire,0.02,0.075,0.093,0.202,0.609,59809,947,
1898,33007,Merrimack,New Hampshire,0.017,0.05,0.068,0.169,0.697,492,6,
2442,33009,Rockingham,New Hampshire,0.039,0.026,0.032,0.199,0.705,2866,59,
2701,33011,Strafford,New Hampshire,0.03,0.069,0.066,0.164,0.67,7019,24,
2709,33013,Sullivan,New Hampshire,0.085,0.067,0.075,0.158,0.615,573,6,
102,33015,Atlantic,New Jersey,0.018,0.057,0.074,0.212,0.639,8355,302,
191,33017,Bergen,New Jersey,0.08,0.074,0.098,0.19,0.558,36478,2153,
317,33019,Burlington,New Jersey,0.06,0.103,0.012,0.252,0.574,14418,548,
367,34001,Camden,New Jersey,0.019,0.041,0.03,0.176,0.734,191,4,
382,34003,Cape May,New Jersey,0.02,0.014,0.053,0.151,0.762,1738,115,
685,34005,Cumberland,New Jersey,0.023,0.02,0.043,0.134,0.779,9792,115,
884,34007,Essex,New Jersey,0.028,0.005,0.027,0.137,0.802,37476,1475,
1048,34009,Gloucester,New Jersey,0.013,0.011,0.022,0.214,0.74,995,11,
1307,34011,Hudson,New Jersey,0.032,0.006,0.058,0.142,0.762,1197,29,
1318,34013,Hunterdon,New Jersey,0.035,0.014,0.085,0.183,0.682,2849,62,
1892,34015,Mercer,New Jersey,0.047,0.01,0.052,0.145,0.746,14383,665,
1907,34017,Middlesex,New Jersey,0.022,0.019,0.077,0.211,0.67,48896,2443,
1943,34019,Monmouth,New Jersey,0.007,0.038,0.065,0.085,0.804,1274,15,
2008,34021,Morris,New Jersey,0.017,0.014,0.05,0.162,0.757,205,1,
2102,34023,Ocean,New Jersey,0.02,0.016,0.054,0.146,0.765,1353,32,
2193,34025,Passaic,New Jersey,0.01,0.022,0.041,0.164,0.764,15480,285,
2478,34027,Salem,New Jersey,0.023,0.018,0.049,0.191,0.72,9247,260,
2624,34029,Somerset,New Jersey,0.012,0.056,0.055,0.104,0.772,1117,9,
2729,34031,Sussex,New Jersey,0.029,0.015,0.063,0.138,0.756,10746,264,
2851,34033,Union,New Jersey,0.041,0.043,0.036,0.154,0.726,29466,1444,
2928,34035,Warren,New Jersey,0.016,0.027,0.046,0.12,0.791,2629,173,
196,34037,Bernalillo,New Mexico,0.02,0.026,0.029,0.205,0.72,28707,358,
431,34039,Catron,New Mexico,0.012,0.011,0.059,0.202,0.716,38,1,
464,34041,Chaves,New Mexico,0.035,0.02,0.044,0.152,0.749,5276,46,
508,35001,Cibola,New Mexico,0.036,0.014,0.057,0.135,0.758,2184,48,
596,35003,Colfax,New Mexico,0.054,0.039,0.036,0.109,0.762,282,5,
691,35005,Curry,New Mexico,0.074,0.04,0.108,0.144,0.634,3311,27,
734,35006,De Baca,New Mexico,0.003,0.059,0.014,0.085,0.839,49,0,
796,35007,Dona Ana,New Mexico,0.041,0.019,0.091,0.106,0.743,9060,79,
843,35009,Eddy,New Mexico,0.011,0.129,0.111,0.209,0.54,3146,48,
1084,35011,Grant,New Mexico,0.036,0.069,0.085,0.098,0.712,534,7,
1136,35013,Guadalupe,New Mexico,0.011,0.044,0.036,0.097,0.812,806,14,
1195,35015,Harding,New Mexico,0.2,0.07,0.092,0.239,0.399,1625,42,
1260,35017,Hidalgo,New Mexico,0.043,0.031,0.15,0.205,0.572,379,6,
1610,35019,Lea,New Mexico,0.014,0.049,0.072,0.098,0.766,1570,12,
1668,35021,Lincoln,New Mexico,0.057,0.152,0.062,0.115,0.614,206,1,
1706,35023,Los Alamos,New Mexico,0.056,0.037,0.186,0.153,0.569,8213,106,
1723,35025,Luna,New Mexico,0.112,0.024,0.115,0.331,0.418,1346,20,
1856,35027,McKinley,New Mexico,0.04,0.012,0.055,0.162,0.731,913,7,
1993,35028,Mora,New Mexico,0.001,0.041,0.076,0.173,0.709,1667,32,
2155,35029,Otero,New Mexico,0.105,0.046,0.024,0.11,0.715,1799,10,
2356,35031,Quay,New Mexico,0.01,0.06,0.008,0.202,0.721,6142,84,
2417,35033,Rio Arriba,New Mexico,0.002,0.027,0.067,0.098,0.806,3780,16,
2451,35035,Roosevelt,New Mexico,0.074,0.03,0.143,0.158,0.595,380,8,
2496,35039,San Juan,New Mexico,0.007,0.054,0.102,0.162,0.675,27083,522,
2502,35041,San Miguel,New Mexico,0.009,0.154,0.089,0.146,0.602,15040,170,
2507,35037,Sandoval,New Mexico,0.049,0.152,0.07,0.159,0.571,285,2,
2516,35043,Santa Fe,New Mexico,0.017,0.015,0.096,0.11,0.762,4118,73,
2600,35045,Sierra,New Mexico,0.057,0.015,0.118,0.255,0.555,17,0,
2620,35047,Socorro,New Mexico,0.004,0.02,0.057,0.119,0.8,1125,22,
2749,35049,Taos,New Mexico,0.008,0.016,0.031,0.143,0.803,6982,145,
2802,35051,Torrance,New Mexico,0.03,0.039,0.033,0.239,0.659,1747,69,
2852,35053,Union,New Mexico,0.002,0.008,0.05,0.193,0.746,251,5,
2867,35055,Valencia,New Mexico,0.006,0.041,0.055,0.113,0.785,261,2,
28,35057,Albany,New York,0.097,0.005,0.035,0.167,0.696,6258,152,
43,35059,Allegany,New York,0.12,0.118,0.127,0.242,0.393,1095,57,
281,36001,Broome,New York,0.006,0.012,0.052,0.142,0.788,5657,156,
432,36003,Cattaraugus,New York,0.062,0.015,0.028,0.124,0.771,1252,27,
434,36005,Cayuga,New York,0.043,0.013,0.066,0.136,0.742,983,9,
463,36007,Chautauqua,New York,0.044,0.028,0.051,0.066,0.812,1692,9,
468,36009,Chemung,New York,0.015,0.013,0.024,0.156,0.793,3212,52,
469,36011,Chenango,New York,0,0.033,0.072,0.162,0.732,665,8,
574,36013,Clinton,New York,0.029,0.024,0.038,0.206,0.703,495,5,
607,36015,Columbia,New York,0.012,0.046,0.092,0.256,0.594,1061,58,
636,36017,Cortland,New York,0.048,0.045,0.015,0.156,0.735,1116,4,
757,36019,Delaware,New York,0.017,0.024,0.102,0.084,0.773,1993,39,
828,36021,Dutchess,New York,0.014,0.004,0.029,0.104,0.848,11766,124,
877,36023,Erie,New York,0.001,0.062,0.015,0.118,0.803,1514,21,
885,36025,Essex,New York,0.057,0.053,0.034,0.112,0.744,36787,2250,
968,36027,Franklin,New York,0.007,0.009,0.031,0.099,0.854,283,7,
994,36029,Fulton,New York,0.018,0.014,0.04,0.161,0.766,308,4,
1026,36031,Genesee,New York,0.05,0.05,0.057,0.107,0.736,15934,448,
1115,36033,Greene,New York,0.026,0.027,0.117,0.097,0.733,734,18,
1161,36035,Hamilton,New York,0.078,0.015,0.06,0.118,0.729,584,14,
1253,36037,Herkimer,New York,0.001,0.017,0.015,0.187,0.781,1967,41,
1410,36039,Jefferson,New York,0.022,0.014,0.03,0.146,0.788,412,0,
1640,36043,Lewis,New York,0.015,0.026,0.042,0.158,0.758,436,2,
1691,36045,Livingston,New York,0.008,0.058,0.038,0.116,0.78,804,16,
1760,36047,Madison,New York,0.035,0.034,0.058,0.141,0.732,1043,11,
1958,36049,Monroe,New York,0.069,0.036,0.02,0.11,0.765,407,3,
1980,36051,Montgomery,New York,0.011,0.034,0.009,0.111,0.835,534,18,
2036,36053,Nassau,New York,0.003,0.015,0.043,0.107,0.832,3342,57,
2057,36055,New York,New York,0.018,0.012,0.056,0.129,0.785,1388,24,
2069,36057,Niagara,New York,0.102,0.005,0.054,0.09,0.749,2437,38,
2126,36059,Oneida,New York,0.017,0.018,0.043,0.142,0.779,7146,37,
2128,36061,Onondaga,New York,0.02,0.016,0.04,0.121,0.803,5477,158,
2130,36063,Ontario,New York,0.001,0.028,0.037,0.204,0.73,11657,231,
2136,36065,Orange,New York,0.016,0.025,0.033,0.153,0.774,772,30,
2143,36067,Orleans,New York,0.019,0.008,0.054,0.163,0.756,394,1,
2153,36069,Oswego,New York,0.001,0.012,0.031,0.107,0.849,600,10,
2158,36071,Otsego,New York,0.023,0.008,0.042,0.18,0.746,787,1,
2352,36073,Putnam,New York,0.001,0.033,0.059,0.213,0.693,1485,31,
2394,36077,Rensselaer,New York,0.032,0.065,0.027,0.096,0.779,363,16,
2444,36081,Rockland,New York,0.022,0.023,0.068,0.136,0.751,3188,22,
2519,36085,Saratoga,New York,0.033,0.015,0.046,0.178,0.728,7769,103,
2525,36087,Schenectady,New York,0.011,0.018,0.054,0.195,0.722,1371,8,
2528,36089,Schoharie,New York,0.027,0.029,0.095,0.149,0.701,134,4,
2532,36091,Schuyler,New York,0.02,0.012,0.062,0.156,0.751,343,1,
2558,36093,Seneca,New York,0.04,0.007,0.051,0.06,0.841,552,12,
