,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
1328,22039,Iberville,Louisiana,0.215,0.077,0.111,0.211,0.387,3832,110,
1368,22041,Jackson,Louisiana,0.123,0.054,0.102,0.156,0.565,677,17,
1405,22043,Jefferson,Louisiana,0.086,0.041,0.109,0.229,0.535,40295,523,
1420,22045,Jefferson Davis,Louisiana,0.112,0.084,0.085,0.253,0.467,5917,42,
1539,22051,La Salle,Louisiana,0.044,0.031,0.066,0.174,0.685,5470,233,
1547,22047,Lafayette,Louisiana,0.061,0.021,0.084,0.19,0.644,4934,141,
1551,22049,Lafourche,Louisiana,0.116,0.083,0.127,0.29,0.383,10899,258,
1660,22053,Lincoln,Louisiana,0.249,0.111,0.09,0.196,0.354,808,20,
1688,22055,Livingston,Louisiana,0.062,0.083,0.105,0.217,0.533,316,3,
1754,22057,Madison,Louisiana,0.078,0.039,0.159,0.151,0.573,4200,19,
1994,22059,Morehouse,Louisiana,0.082,0.035,0.089,0.223,0.571,41,0,
2037,22061,Natchitoches,Louisiana,0.102,0.08,0.111,0.29,0.417,62745,2264,
2142,22063,Orleans,Louisiana,0.06,0.043,0.144,0.29,0.463,3892,134,
2165,22065,Ouachita,Louisiana,0.034,0.068,0.109,0.172,0.617,3389,25,
2274,22067,Plaquemines,Louisiana,0.039,0.105,0.124,0.166,0.566,46,1,
2285,22069,Pointe Coupee,Louisiana,0.096,0.063,0.113,0.167,0.561,235,2,
2379,22071,Rapides,Louisiana,0.019,0.034,0.087,0.206,0.654,6130,112,
2387,22073,Red River,Louisiana,0.076,0.098,0.121,0.229,0.476,143,10,
2405,22075,Richland,Louisiana,0.065,0.035,0.165,0.222,0.513,387,3,
2471,22077,Sabine,Louisiana,0.044,0.082,0.068,0.198,0.608,18968,169,
2637,22079,St Bernard,Louisiana,0.106,0.046,0.087,0.236,0.524,3248,58,
2638,22081,St Charles,Louisiana,0.068,0.081,0.135,0.189,0.527,1910,34,
2647,22083,St Helena,Louisiana,0.066,0.08,0.126,0.194,0.534,5248,47,
2648,22085,St James,Louisiana,0.098,0.08,0.113,0.145,0.564,549,4,
2649,22087,St John the Baptist,Louisiana,0.035,0.075,0.136,0.23,0.524,1014,40,
2653,22089,St Landry,Louisiana,0.093,0.048,0.027,0.165,0.667,2731,37,
2659,22091,St Martin,Louisiana,0.064,0.126,0.138,0.237,0.434,11051,370,
2660,22093,St Mary,Louisiana,0.034,0.099,0.202,0.061,0.603,2845,73,
2662,22095,St Tammany,Louisiana,0.096,0.059,0.19,0.079,0.577,2240,64,
2748,22097,Tangipahoa,Louisiana,0.064,0.105,0.117,0.199,0.515,2970,39,
2765,22099,Tensas,Louisiana,0.069,0.11,0.096,0.178,0.548,680,4,
2766,22101,Terrebonne,Louisiana,0.066,0.02,0.179,0.28,0.454,221,3,
2848,22103,Union,Louisiana,0.031,0.073,0.074,0.211,0.611,750,9,
2882,22105,Vermilion,Louisiana,0.066,0.072,0.103,0.193,0.566,4218,59,
2884,22107,Vernon,Louisiana,0.081,0.064,0.097,0.134,0.625,750,11,
2952,22109,Washington,Louisiana,0.068,0.052,0.14,0.221,0.519,2354,79,
3003,22111,Webster,Louisiana,0.071,0.142,0.106,0.244,0.436,2097,56,
3011,22113,West Baton Rouge,Louisiana,0.076,0.088,0.115,0.271,0.449,1419,43,
3012,22115,West Carroll,Louisiana,0.092,0.066,0.145,0.244,0.453,697,21,
3013,22117,West Feliciana,Louisiana,0.103,0.046,0.148,0.242,0.461,812,25,
3068,22119,Winn,Louisiana,0.134,0.044,0.063,0.265,0.494,1020,26,
67,22121,Androscoggin,Maine,0.044,0.04,0.07,0.197,0.649,1643,27,
87,22123,Aroostook,Maine,0.022,0.063,0.124,0.114,0.677,160,1,
683,22125,Cumberland,Maine,0.072,0.13,0.037,0.265,0.496,3965,71,
963,22127,Franklin,Maine,0.086,0.106,0.13,0.236,0.443,239,4,
1176,23001,Hancock,Maine,0.083,0.099,0.041,0.199,0.577,320,11,
1478,23003,Kennebec,Maine,0.143,0.047,0.12,0.243,0.447,13,2,
1521,23005,Knox,Maine,0.05,0.053,0.046,0.182,0.669,1260,10,
1661,23007,Lincoln,Maine,0.006,0.063,0.191,0.161,0.579,2638,61,
2173,23009,Oxford,Maine,0.034,0.052,0.118,0.202,0.594,243,1,
2213,23011,Penobscot,Maine,0.016,0.074,0.125,0.245,0.54,705,8,
2267,23013,Piscataquis,Maine,0.007,0.01,0.111,0.248,0.625,33857,915,
2475,23015,Sagadahoc,Maine,0.031,0.014,0.065,0.204,0.688,905,8,
2623,23017,Somerset,Maine,0.069,0.065,0.064,0.213,0.589,470,20,
2902,23019,Waldo,Maine,0.038,0.071,0.085,0.189,0.617,1683,15,
2954,23021,Washington,Maine,0.062,0.146,0.123,0.189,0.479,4570,79,
3120,23023,York,Maine,0.061,0.026,0.033,0.216,0.664,2462,33,
42,23025,Allegany,Maryland,0.035,0.095,0.142,0.17,0.558,3597,84,
69,23027,Anne Arundel,Maryland,0.023,0.06,0.15,0.182,0.585,17330,300,
123,23029,Baltimore,Maryland,0.026,0.032,0.126,0.204,0.612,30213,756,
124,24041,Baltimore City,Maryland,0.012,0.012,0.006,0.127,0.843,25290,581,
361,23031,Calvert,Maryland,0.076,0.036,0.061,0.173,0.655,1661,39,
390,24001,Caroline,Maryland,0.007,0.01,0.035,0.213,0.736,1003,10,
398,24003,Carroll,Maryland,0.018,0.022,0.067,0.154,0.739,3445,142,
435,24005,Cecil,Maryland,0.013,0.024,0.043,0.142,0.777,2244,49,
447,24009,Charles,Maryland,0.049,0.049,0.071,0.11,0.72,4524,105,
801,24011,Dorchester,Maryland,0.009,0.019,0.033,0.168,0.77,1757,11,
977,24013,Frederick,Maryland,0.014,0.008,0.062,0.17,0.746,551,17,
1016,24015,Garrett,Maryland,0.009,0.018,0.054,0.182,0.738,663,4,
1198,24017,Harford,Maryland,0.035,0.034,0.107,0.157,0.667,339,1,
1301,24019,Howard,Maryland,0.02,0.006,0.011,0.119,0.844,585,9,
1481,24021,Kent,Maryland,0.028,0.036,0.062,0.113,0.762,5405,132,
1976,24023,Montgomery,Maryland,0.077,0.008,0.04,0.305,0.571,1005,11,
2333,24025,Prince Georges,Maryland,0.008,0.009,0.037,0.168,0.778,886,16,
2357,24027,Queen Annes,Maryland,0.024,0.015,0.067,0.17,0.723,2095,32,
2622,24031,Somerset,Maryland,0.025,0.029,0.041,0.128,0.777,11124,81,
2661,24029,St Marys,Maryland,0.005,0.014,0.06,0.207,0.714,2426,96,
2741,24033,Talbot,Maryland,0.087,0.034,0.064,0.094,0.72,235,8,
2953,24035,Washington,Maryland,0.002,0.042,0.041,0.309,0.605,199,2,
3041,24037,Wicomico,Maryland,0.04,0.009,0.036,0.152,0.763,3530,59,
3092,24039,Worcester,Maryland,0.004,0.01,0.047,0.128,0.812,26552,1295,
135,24043,Barnstable,Massachusetts,0.031,0.047,0.085,0.194,0.642,3289,195,
195,24045,Berkshire,Massachusetts,0.006,0.011,0.063,0.116,0.804,1780,66,
272,24047,Bristol,Massachusetts,0.003,0.004,0.042,0.11,0.842,21368,873,
821,24510,Dukes,Massachusetts,0.024,0.032,0.063,0.148,0.733,291,0,
883,25001,Essex,Massachusetts,0.019,0.007,0.026,0.109,0.839,11,0,
962,25003,Franklin,Massachusetts,0.03,0.004,0.049,0.082,0.834,1760,65,
1166,25005,Hampden,Massachusetts,0.016,0.02,0.056,0.161,0.747,503,17,
1167,25007,Hampshire,Massachusetts,0.006,0.01,0.037,0.16,0.786,17163,920,
1906,25009,Middlesex,Massachusetts,0.023,0.01,0.047,0.131,0.788,3973,209,
2032,25011,Nantucket,Massachusetts,0.043,0.011,0.028,0.156,0.762,307,2,
2081,25013,Norfolk,Massachusetts,0.013,0.017,0.055,0.13,0.786,244,0,
2281,25015,Plymouth,Massachusetts,0.011,0.006,0.017,0.109,0.857,218,0,
2704,25017,Suffolk,Massachusetts,0.023,0.011,0.041,0.127,0.798,479,2,
3091,25019,Worcester,Massachusetts,0.015,0.003,0.034,0.156,0.792,1515,39,
31,25021,Alcona,Michigan,0.02,0.015,0.035,0.125,0.805,225,6,
39,25023,Alger,Michigan,0.014,0.017,0.045,0.112,0.812,258,2,
41,25025,Allegan,Michigan,0.02,0.007,0.049,0.136,0.788,4325,38,
53,25027,Alpena,Michigan,0.02,0.027,0.043,0.142,0.768,749,17,
73,26001,Antrim,Michigan,0.065,0.046,0.133,0.18,0.576,514,6,
82,26003,Arenac,Michigan,0.025,0.034,0.118,0.229,0.595,477,17,
130,26005,Baraga,Michigan,0.05,0.035,0.133,0.283,0.5,499,24,
140,26007,Barry,Michigan,0.025,0.04,0.144,0.18,0.612,2358,14,
152,26009,Bay,Michigan,0.027,0.042,0.088,0.218,0.625,4773,111,
190,26011,Benzie,Michigan,0.052,0.136,0.076,0.252,0.484,467,8,
198,26013,Berrien,Michigan,0.012,0.063,0.109,0.257,0.558,7216,121,
261,26015,Branch,Michigan,0.043,0.121,0.121,0.211,0.504,3241,61,
352,26017,Calhoun,Michigan,0.014,0.055,0.103,0.202,0.627,6339,130,
419,26019,Cass,Michigan,0.01,0.049,0.062,0.164,0.715,2342,30,
451,26021,Charlevoix,Michigan,0.039,0.037,0.122,0.247,0.555,742,7,
466,26023,Cheboygan,Michigan,0.072,0.091,0.205,0.234,0.399,535,21,
494,26025,Chippewa,Michigan,0.063,0.121,0.078,0.178,0.559,952,6,
516,26027,Clare,Michigan,0.046,0.076,0.123,0.274,0.48,843,26,
572,26029,Clinton,Michigan,0.027,0.057,0.085,0.205,0.626,3026,24,
660,26031,Crawford,Michigan,0.027,0.052,0.086,0.252,0.584,376,5,
762,26033,Delta,Michigan,0.03,0.022,0.068,0.287,0.593,45,0,
781,26035,Dickinson,Michigan,0.05,0.026,0.102,0.308,0.514,1831,54,
838,26037,Eaton,Michigan,0.033,0.056,0.046,0.263,0.603,400,9,
873,26039,Emmet,Michigan,0.043,0.05,0.061,0.181,0.666,790,26,
1025,26041,Genesee,Michigan,0.058,0.023,0.17,0.217,0.532,1046,6,
1044,26043,Gladwin,Michigan,0.043,0.065,0.127,0.249,0.516,683,10,
1051,26045,Gogebic,Michigan,0.047,0.039,0.147,0.247,0.52,4409,121,
1074,26047,Grand Traverse,Michigan,0.025,0.062,0.075,0.219,0.618,42,0,
1092,26049,Gratiot,Michigan,0.032,0.043,0.104,0.288,0.533,2583,59,
1269,26051,Hillsdale,Michigan,0.025,0.024,0.109,0.338,0.503,9988,341,
1292,26053,Houghton,Michigan,0.039,0.064,0.139,0.257,0.501,163,1,
1321,26055,Huron,Michigan,0.004,0.041,0.082,0.2,0.672,1536,11,
1335,26057,Ingham,Michigan,0.057,0.074,0.105,0.169,0.596,2709,48,
1337,26059,Ionia,Michigan,0.135,0.075,0.119,0.247,0.424,314,16,
1338,26061,Iosco,Michigan,0.008,0.078,0.129,0.281,0.505,3390,23,
1343,26063,Iron,Michigan,0.08,0.072,0.032,0.271,0.544,34,0,
1349,26065,Isabella,Michigan,0.062,0.03,0.076,0.237,0.595,461,13,
1369,26067,Jackson,Michigan,0.035,0.203,0.139,0.229,0.394,1182,33,
1458,26069,Kalamazoo,Michigan,0.1,0.084,0.099,0.206,0.511,773,15,
1459,26071,Kalkaska,Michigan,0.046,0.068,0.126,0.227,0.533,10028,172,
1482,26073,Kent,Michigan,0.096,0.057,0.112,0.191,0.544,474,25,
1492,26075,Keweenaw,Michigan,0.11,0.08,0.133,0.166,0.511,1793,21,
1557,26077,Lake,Michigan,0.02,0.059,0.062,0.167,0.693,8408,80,
1582,26079,Lapeer,Michigan,0.018,0.037,0.07,0.228,0.646,5555,28,
1626,26081,Leelanau,Michigan,0.019,0.061,0.063,0.215,0.641,982,15,
1630,26083,Lenawee,Michigan,0.006,0.071,0.129,0.277,0.518,436,8,
1689,26085,Livingston,Michigan,0.052,0.122,0.073,0.204,0.548,6356,95,
1721,26087,Luce,Michigan,0.036,0.105,0.104,0.133,0.622,17023,438,
1735,26089,Mackinac,Michigan,0.003,0.038,0.092,0.203,0.663,1424,21,
1736,26091,Macomb,Michigan,0.018,0.027,0.083,0.26,0.612,312,1,
1774,26093,Manistee,Michigan,0.042,0.021,0.052,0.198,0.687,17324,383,
1801,26095,Marquette,Michigan,0.028,0.03,0.088,0.237,0.617,1467,19,
1824,26097,Mason,Michigan,0.032,0.04,0.073,0.256,0.599,515,3,
1874,26099,Mecosta,Michigan,0.034,0.043,0.09,0.145,0.688,1017,37,
1885,26101,Menominee,Michigan,0.035,0.05,0.087,0.121,0.707,136,1,
1909,26103,Midland,Michigan,0.016,0.045,0.11,0.251,0.578,177,11,
1929,26105,Missaukee,Michigan,0.046,0.054,0.199,0.14,0.561,21173,195,
1955,26107,Monroe,Michigan,0.091,0.104,0.087,0.243,0.475,743,17,
1965,26109,Montcalm,Michigan,0.059,0.073,0.068,0.253,0.547,765,19,
1986,26111,Montmorency,Michigan,0.031,0.03,0.098,0.214,0.626,3993,16,
2026,26113,Muskegon,Michigan,0.025,0.036,0.082,0.191,0.666,7527,194,
2058,26115,Newaygo,Michigan,0.066,0.035,0.054,0.183,0.663,325806,24305,
2100,26117,Oakland,Michigan,0.028,0.137,0.167,0.21,0.458,49136,1395,
2103,26119,Oceana,Michigan,0.044,0.071,0.126,0.186,0.574,22986,1145,
2108,26121,Ogemaw,Michigan,0.084,0.045,0.1,0.16,0.611,3423,33,
2131,26123,Ontonagon,Michigan,0.099,0.121,0.027,0.3,0.454,5678,44,
2151,26125,Osceola,Michigan,0.028,0.027,0.049,0.169,0.727,19066,245,
2152,26127,Oscoda,Michigan,0.074,0.033,0.114,0.163,0.616,546,1,
2157,26129,Otsego,Michigan,0.061,0.117,0.106,0.259,0.458,2643,28,
2160,26131,Ottawa,Michigan,0.025,0.086,0.123,0.265,0.501,674,5,
2328,26133,Presque Isle,Michigan,0.07,0.073,0.089,0.238,0.531,1567,32,
2452,26135,Roscommon,Michigan,0.057,0.073,0.096,0.181,0.593,1265,41,
2476,26137,Saginaw,Michigan,0.06,0.068,0.097,0.172,0.602,40304,603,
2510,26143,Sanilac,Michigan,0.012,0.037,0.097,0.217,0.637,1892,33,
2529,26145,Schoolcraft,Michigan,0.031,0.073,0.082,0.197,0.616,174,2,
2596,26147,Shiawassee,Michigan,0.051,0.069,0.046,0.194,0.64,90,2,
2642,26139,St Clair,Michigan,0.042,0.057,0.12,0.251,0.531,15678,269,
2652,26141,St Joseph,Michigan,0.02,0.04,0.143,0.223,0.575,19206,259,
2830,26149,Tuscola,Michigan,0.048,0.079,0.197,0.189,0.488,4059,80,
2873,26151,Van Buren,Michigan,0.078,0.112,0.077,0.21,0.522,381,5,
2974,26153,Washtenaw,Michigan,0.041,0.021,0.14,0.187,0.611,11198,149,
2985,26155,Wayne,Michigan,0.116,0.046,0.065,0.297,0.475,68022,3270,
3019,26157,Wexford,Michigan,0.091,0.05,0.078,0.246,0.536,713,16,
23,26159,Aitkin,Minnesota,0.025,0.068,0.137,0.183,0.587,799,30,
70,26161,Anoka,Minnesota,0.019,0.022,0.046,0.18,0.733,23541,236,
164,26163,Becker,Minnesota,0.046,0.032,0.075,0.156,0.69,2215,21,
174,26165,Beltrami,Minnesota,0.036,0.056,0.077,0.171,0.659,2307,18,
184,27001,Benton,Minnesota,0.187,0.115,0.075,0.247,0.375,3227,53,
207,27003,Big Stone,Minnesota,0.054,0.078,0.132,0.245,0.492,339,2,
224,27005,Blue Earth,Minnesota,0.052,0.28,0.175,0.24,0.252,4312,17,
286,27007,Brown,Minnesota,0.094,0.155,0.225,0.185,0.34,1561,15,
389,27009,Carlton,Minnesota,0.084,0.139,0.209,0.147,0.42,2014,17,
413,27011,Carver,Minnesota,0.256,0.121,0.185,0.146,0.292,5097,15,
420,27013,Cass,Minnesota,0.065,0.078,0.146,0.276,0.435,1535,11,
495,27015,Chippewa,Minnesota,0.101,0.061,0.251,0.265,0.322,980,8,
497,27017,Chisago,Minnesota,0.058,0.054,0.09,0.329,0.469,3345,16,
546,27019,Clay,Minnesota,0.024,0.128,0.183,0.296,0.368,5299,60,
560,27021,Clearwater,Minnesota,0.105,0.127,0.107,0.235,0.426,554,10,
628,27023,Cook,Minnesota,0.108,0.106,0.244,0.224,0.318,80,0,
642,27025,Cottonwood,Minnesota,0.064,0.104,0.165,0.253,0.414,945,4,
676,27027,Crow Wing,Minnesota,0.092,0.121,0.138,0.23,0.419,3833,39,
703,27029,Dakota,Minnesota,0.065,0.21,0.203,0.172,0.351,23564,198,
792,27031,Dodge,Minnesota,0.184,0.02,0.038,0.257,0.5,130,3,
808,27033,Douglas,Minnesota,0.216,0.045,0.262,0.215,0.263,5033,27,
905,27035,Faribault,Minnesota,0.147,0.112,0.081,0.249,0.411,1072,40,
923,27037,Fillmore,Minnesota,0.072,0.076,0.129,0.236,0.488,98,1,
980,27039,Freeborn,Minnesota,0.035,0.096,0.071,0.325,0.473,717,6,
1057,27041,Goodhue,Minnesota,0.099,0.178,0.148,0.225,0.35,463,7,
1081,27043,Grant,Minnesota,0.078,0.158,0.163,0.261,0.34,916,32,
1241,27045,Hennepin,Minnesota,0.026,0.102,0.099,0.29,0.483,2561,45,
1295,27047,Houston,Minnesota,0.135,0.085,0.206,0.283,0.291,5077,108,
1306,27049,Hubbard,Minnesota,0.03,0.039,0.138,0.28,0.513,1616,31,
1350,27051,Isanti,Minnesota,0.11,0.137,0.193,0.165,0.396,2664,25,
1354,27053,Itasca,Minnesota,0.021,0.044,0.096,0.243,0.596,123,4,
1370,27055,Jackson,Minnesota,0.072,0.08,0.086,0.283,0.478,7449,125,
1460,27057,Kanabec,Minnesota,0.078,0.15,0.164,0.227,0.38,385,7,
1462,27059,Kandiyohi,Minnesota,0.104,0.099,0.215,0.14,0.442,5931,148,
1513,27061,Kittson,Minnesota,0.162,0.142,0.151,0.209,0.336,1169,23,
1528,27063,Koochiching,Minnesota,0.325,0.024,0.14,0.171,0.34,377,0,
1542,27065,Lac qui Parle,Minnesota,0.223,0.148,0.137,0.146,0.346,1345,20,
1558,27067,Lake,Minnesota,0.109,0.107,0.182,0.29,0.312,145,1,
1565,27069,Lake of the Woods,Minnesota,0.068,0.168,0.221,0.251,0.292,3075,50,
1609,27071,Le Sueur,Minnesota,0.159,0.183,0.087,0.255,0.316,2541,26,
1662,27073,Lincoln,Minnesota,0.184,0.096,0.248,0.179,0.293,168,2,
1733,27075,Lyon,Minnesota,0.087,0.033,0.075,0.341,0.464,211,5,
1767,27079,Mahnomen,Minnesota,0.055,0.168,0.147,0.254,0.377,1339,28,
1809,27081,Marshall,Minnesota,0.11,0.078,0.203,0.292,0.317,1049,14,
1818,27083,Martin,Minnesota,0.134,0.075,0.242,0.21,0.339,457,8,
1861,27077,McLeod,Minnesota,0.091,0.171,0.176,0.249,0.313,14813,205,
1877,27085,Meeker,Minnesota,0.061,0.176,0.193,0.383,0.186,1579,49,
1914,27087,Mille Lacs,Minnesota,0.07,0.279,0.083,0.185,0.382,501,1,
2010,27089,Morrison,Minnesota,0.078,0.152,0.221,0.234,0.315,290,8,
2018,27091,Mower,Minnesota,0.18,0.115,0.134,0.205,0.366,1083,14,
2022,27093,Murray,Minnesota,0.072,0.144,0.094,0.323,0.367,1997,24,
2072,27095,Nicollet,Minnesota,0.224,0.122,0.159,0.146,0.349,389,5,
2077,27097,Nobles,Minnesota,0.14,0.126,0.121,0.24,0.373,574,4,
2083,27099,Norman,Minnesota,0.071,0.107,0.113,0.262,0.448,6654,92,
2124,27101,Olmsted,Minnesota,0.131,0.071,0.224,0.27,0.303,55,2,
2163,27103,Otter Tail,Minnesota,0.063,0.085,0.164,0.296,0.392,1437,32,
2211,27105,Pennington,Minnesota,0.244,0.078,0.18,0.215,0.284,412,1,
2264,27107,Pine,Minnesota,0.122,0.154,0.109,0.186,0.428,41882,717,
2266,27109,Pipestone,Minnesota,0.023,0.101,0.057,0.333,0.485,1449,8,
2290,27111,Polk,Minnesota,0.078,0.182,0.278,0.17,0.291,2553,35,
2303,27113,Pope,Minnesota,0.081,0.197,0.211,0.205,0.306,3868,43,
2366,27115,Ramsey,Minnesota,0.178,0.143,0.074,0.242,0.364,1703,17,
2386,27117,Red Lake,Minnesota,0.088,0.182,0.132,0.281,0.317,229,6,
2390,27119,Redwood,Minnesota,0.104,0.208,0.197,0.196,0.295,230,18,
2395,27121,Renville,Minnesota,0.139,0.147,0.103,0.216,0.395,5316,57,
2401,27123,Rice,Minnesota,0.044,0.046,0.086,0.259,0.564,1878,36,
2434,27125,Rock,Minnesota,0.095,0.241,0.194,0.184,0.286,535,8,
2453,27127,Roseau,Minnesota,0.081,0.123,0.248,0.255,0.293,1063,16,
2543,27131,Scott,Minnesota,0.089,0.038,0.117,0.301,0.454,468,5,
2586,27133,Sherburne,Minnesota,0.095,0.22,0.11,0.247,0.328,1462,63,
2598,27135,Sibley,Minnesota,0.077,0.151,0.211,0.234,0.327,538,23,
2655,27129,St Louis,Minnesota,0.05,0.136,0.193,0.374,0.247,981,16,
2677,27137,Stearns,Minnesota,0.095,0.052,0.098,0.297,0.457,1126,2,
2678,27139,Steele,Minnesota,0.021,0.057,0.12,0.319,0.482,14564,125,
2688,27141,Stevens,Minnesota,0.064,0.175,0.175,0.239,0.346,449,4,
2737,27143,Swift,Minnesota,0.04,0.175,0.172,0.38,0.233,2024,10,
2794,27145,Todd,Minnesota,0.082,0.142,0.187,0.174,0.415,453,13,
2807,27147,Traverse,Minnesota,0.074,0.062,0.144,0.354,0.365,574,9,
2895,27149,Wabasha,Minnesota,0.169,0.126,0.117,0.192,0.397,1958,24,
2897,27151,Wadena,Minnesota,0.17,0.113,0.152,0.212,0.353,315,1,
2937,27153,Waseca,Minnesota,0.097,0.198,0.146,0.196,0.363,554,19,
2955,27155,Washington,Minnesota,0.196,0.139,0.16,0.11,0.395,14864,125,
2976,27157,Watonwan,Minnesota,0.041,0.085,0.129,0.318,0.427,894,4,
3047,27159,Wilkin,Minnesota,0.061,0.211,0.157,0.203,0.367,417,5,
3073,27161,Winona,Minnesota,0.074,0.048,0.117,0.332,0.429,2978,32,
3098,27163,Wright,Minnesota,0.044,0.088,0.103,0.262,0.503,8475,48,
3116,27165,Yellow Medicine,Minnesota,0.149,0.053,0.225,0.221,0.352,696,12,
14,27167,Adams,Mississippi,0.166,0.148,0.239,0.096,0.352,1483,52,
32,27169,Alcorn,Mississippi,0.029,0.151,0.057,0.328,0.435,1604,28,
58,27171,Amite,Mississippi,0.083,0.109,0.162,0.259,0.387,593,15,
104,27173,Attala,Mississippi,0.122,0.096,0.254,0.202,0.326,1247,35,
186,28001,Benton,Mississippi,0.113,0.112,0.131,0.084,0.56,791,9,
226,28003,Bolivar,Mississippi,0.069,0.131,0.15,0.222,0.428,2501,85,
353,28005,Calhoun,Mississippi,0.11,0.092,0.122,0.204,0.473,815,13,
400,28007,Carroll,Mississippi,0.065,0.104,0.092,0.139,0.601,450,6,
490,28009,Chickasaw,Mississippi,0.018,0.014,0.246,0.233,0.489,1121,32,
500,28011,Choctaw,Mississippi,0.123,0.046,0.127,0.249,0.456,369,7,
513,28013,Claiborne,Mississippi,0.074,0.161,0.092,0.179,0.494,593,16,
534,28015,Clarke,Mississippi,0.08,0.144,0.119,0.12,0.537,956,53,
548,28017,Clay,Mississippi,0.07,0.134,0.088,0.182,0.525,5108,76,
578,28019,Coahoma,Mississippi,0.035,0.094,0.064,0.219,0.588,1578,44,
634,28021,Copiah,Mississippi,0.038,0.061,0.088,0.214,0.598,1725,40,
644,28023,Covington,Mississippi,0.044,0.021,0.133,0.205,0.597,1355,41,
743,28025,De Soto,Mississippi,0.029,0.082,0.098,0.214,0.577,974,13,
945,28027,Forrest,Mississippi,0.038,0.056,0.118,0.33,0.459,784,20,
965,28029,Franklin,Mississippi,0.073,0.084,0.134,0.157,0.552,372,6,
1029,28031,George,Mississippi,0.11,0.105,0.085,0.193,0.506,440,13,
1113,28033,Greene,Mississippi,0.055,0.078,0.088,0.236,0.543,630,22,
1129,28035,Grenada,Mississippi,0.072,0.042,0.091,0.267,0.527,447,21,
1177,28037,Hancock,Mississippi,0.087,0.112,0.154,0.138,0.509,287,3,
1212,28039,Harrison,Mississippi,0.037,0.102,0.088,0.346,0.428,7555,113,
1270,28041,Hinds,Mississippi,0.015,0.112,0.07,0.262,0.541,1819,41,
1278,28043,Holmes,Mississippi,0.056,0.135,0.133,0.189,0.486,1214,15,
1315,28045,Humphreys,Mississippi,0.063,0.09,0.089,0.254,0.503,326,6,
1353,28047,Issaquena,Mississippi,0.093,0.071,0.142,0.237,0.457,1051,28,
1355,28049,Itawamba,Mississippi,0.019,0.096,0.115,0.183,0.588,2063,24,
1372,28051,Jackson,Mississippi,0.062,0.072,0.095,0.099,0.672,6708,128,
1388,28053,Jasper,Mississippi,0.117,0.071,0.098,0.104,0.61,885,23,
1407,28055,Jefferson,Mississippi,0.03,0.06,0.137,0.162,0.612,387,12,
1421,28057,Jefferson Davis,Mississippi,0.116,0.074,0.155,0.191,0.464,1802,51,
1448,28059,Jones,Mississippi,0.077,0.092,0.12,0.24,0.472,2371,18,
1473,28061,Kemper,Mississippi,0.066,0.09,0.144,0.167,0.533,418,1,
1549,28063,Lafayette,Mississippi,0.076,0.083,0.137,0.15,0.555,971,21,
1568,28065,Lamar,Mississippi,0.141,0.132,0.101,0.181,0.445,170,1,
1591,28067,Lauderdale,Mississippi,0.069,0.079,0.118,0.169,0.565,4433,57,
1603,28069,Lawrence,Mississippi,0.032,0.021,0.082,0.177,0.687,752,14,
1611,28071,Leake,Mississippi,0.019,0.059,0.161,0.2,0.56,4711,51,
1621,28073,Lee,Mississippi,0.087,0.045,0.08,0.27,0.517,955,15,
1627,28075,Leflore,Mississippi,0.036,0.018,0.105,0.197,0.643,405,3,
1664,28077,Lincoln,Mississippi,0.119,0.133,0.142,0.135,0.471,2008,67,
1717,28079,Lowndes,Mississippi,0.031,0.04,0.139,0.158,0.633,6609,128,
1756,28081,Madison,Mississippi,0.094,0.092,0.13,0.18,0.505,5202,110,
1792,28083,Marion,Mississippi,0.122,0.093,0.119,0.129,0.537,1242,48,
1810,28085,Marshall,Mississippi,0.077,0.129,0.136,0.142,0.516,545,9,
1957,28087,Monroe,Mississippi,0.018,0.052,0.148,0.193,0.59,2122,78,
1978,28089,Montgomery,Mississippi,0.029,0.043,0.184,0.242,0.502,788,26,
2047,28091,Neshoba,Mississippi,0.137,0.096,0.103,0.255,0.408,730,1,
2066,28093,Newton,Mississippi,0.013,0.006,0.13,0.301,0.55,1121,29,
2095,28095,Noxubee,Mississippi,0.087,0.064,0.139,0.171,0.539,438,5,
2120,28097,Oktibbeha,Mississippi,0.058,0.176,0.109,0.147,0.51,41709,315,
2183,28099,Panola,Mississippi,0.017,0.018,0.066,0.171,0.729,1159,35,
2203,28101,Pearl River,Mississippi,0.01,0.025,0.1,0.203,0.662,4373,21,
2225,28103,Perry,Mississippi,0.009,0.034,0.112,0.203,0.642,1105,11,
2259,28105,Pike,Mississippi,0.015,0.07,0.081,0.242,0.591,1963,22,
2299,28107,Pontotoc,Mississippi,0.061,0.158,0.113,0.269,0.399,2306,17,
2326,28109,Prentiss,Mississippi,0.05,0.124,0.088,0.251,0.487,529,12,
2359,28111,Quitman,Mississippi,0.057,0.056,0.11,0.273,0.503,1136,27,
2377,28113,Rankin,Mississippi,0.116,0.092,0.106,0.155,0.531,5646,88,
2545,28115,Scott,Mississippi,0.06,0.113,0.114,0.197,0.516,8964,60,
2570,28117,Sharkey,Mississippi,0.103,0.104,0.17,0.234,0.389,341,9,
2603,28119,Simpson,Mississippi,0.041,0.101,0.1,0.312,0.446,771,9,
